,0
0,0.0009987354278564453
1,0.0005426406860351562
2,0.0005047321319580078
3,0.00048470497131347656
4,0.0005106925964355469
5,0.0004973411560058594
6,0.0005247592926025391
7,0.00054931640625
8,0.0005092620849609375
9,0.00047588348388671875
10,0.0005013942718505859
11,0.0005168914794921875
12,0.0005254745483398438
13,0.00047850608825683594
14,0.0004932880401611328
15,0.0005025863647460938
16,0.0005404949188232422
17,0.00048422813415527344
18,0.0004837512969970703
19,0.0005311965942382812
20,0.0004968643188476562
21,0.0004818439483642578
22,0.0004951953887939453
23,0.000499725341796875
24,0.0005218982696533203
25,0.0004894733428955078
26,0.00047326087951660156
27,0.0004982948303222656
28,0.00048422813415527344
29,0.0005114078521728516
30,0.0005135536193847656
31,0.00054168701171875
32,0.0005095005035400391
33,0.0005474090576171875
34,0.0005297660827636719
35,0.0004985332489013672
36,0.0005295276641845703
37,0.0007584095001220703
38,0.0005614757537841797
39,0.0005040168762207031
40,0.0005075931549072266
41,0.0004706382751464844
42,0.0004942417144775391
43,0.0005509853363037109
44,0.0005261898040771484
45,0.0004923343658447266
46,0.0005331039428710938
47,0.0004730224609375
48,0.0005214214324951172
49,0.0005130767822265625
50,0.0004744529724121094
51,0.0004742145538330078
52,0.0005173683166503906
53,0.0004935264587402344
54,0.00074005126953125
55,0.0005395412445068359
56,0.0005829334259033203
57,0.0005030632019042969
58,0.0004725456237792969
59,0.0005092620849609375
60,0.0005409717559814453
61,0.0004909038543701172
62,0.00047850608825683594
63,0.0004982948303222656
64,0.0005202293395996094
65,0.0005290508270263672
66,0.00047779083251953125
67,0.00047278404235839844
68,0.0005171298980712891
69,0.00051116943359375
70,0.00047659873962402344
71,0.00047087669372558594
72,0.0005180835723876953
73,0.0005173683166503906
74,0.0004718303680419922
75,0.0005395412445068359
76,0.0005164146423339844
77,0.0005087852478027344
78,0.0005059242248535156
79,0.0005159378051757812
80,0.0005047321319580078
81,0.0005178451538085938
82,0.0005326271057128906
83,0.00047850608825683594
84,0.00047469139099121094
85,0.0005168914794921875
86,0.0005235671997070312
87,0.0004913806915283203
88,0.0004782676696777344
89,0.0005066394805908203
90,0.0005254745483398438
91,0.0004894733428955078
92,0.00047850608825683594
93,0.0005013942718505859
94,0.0005171298980712891
95,0.0005216598510742188
96,0.0009493827819824219
97,0.0006270408630371094
98,0.0006377696990966797
99,0.0006830692291259766
